#anchorwave proali -i ./Udiv/Udiv.scaffold_1.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_1.fa -a ./Udiv-Lelegans/Udiv.scaffold_1.cds.to.Lelegans.chrom_1.liftover.sam -as ./Udiv/Udiv.scaffold_1.cds.fa -ar ./Udiv/Udiv.scaffold_1.cds.ref.sam -s ./Lelegans/Lelegans_chrom_1.fa -n ./Udiv-Lelegans/Udiv.scaffold_1.cds.to.Lelegans.chrom_1.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
scaffold_4	38796737	38818052	Hic_chr_4	80424082	80426006	-	mRNA21721	1	0.887845
scaffold_4	39367616	39432621	Hic_chr_4	79695047	79730373	-	mRNA21727	1	0.764985
scaffold_4	39465306	39524351	Hic_chr_4	79571935	79614616	-	mRNA21729	1	0.392562
scaffold_4	39542104	39589043	Hic_chr_4	79450323	79529934	-	mRNA21730	1	0.803953
scaffold_4	39638713	39716031	Hic_chr_4	79322485	79355723	-	mRNA21734	1	0.375848
scaffold_4	39808772	39893332	Hic_chr_4	79174138	79231596	-	mRNA21738	1	0.963636
scaffold_4	78898464	78907069	Hic_chr_4	52591640	52593358	-	mRNA22611	1	0.292411
scaffold_4	79582630	79609085	Hic_chr_4	45815194	45822140	-	mRNA22632	1	0.565339
scaffold_4	93708749	93710092	Hic_chr_4	16916570	16917925	-	mRNA22920	1	0.695879
scaffold_4	151061807	151080667	Hic_chr_4	13780133	13781736	-	mRNA24213	1	0.550998
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_5.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_5.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_5.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_6.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_6.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_6.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_4	122231091	122241914	Hic_chr_6	120203084	120216478	-	mRNA23567	1	0.706783
scaffold_4	122282749	122303938	Hic_chr_6	120162131	120179424	-	mRNA23570	1	0.443173
scaffold_4	122756959	122783899	Hic_chr_6	113134854	113147276	-	mRNA23582	1	0.610169
scaffold_4	122856786	122884465	Hic_chr_6	113052289	113067791	-	mRNA23586	1	0.961094
scaffold_4	122965429	122975161	Hic_chr_6	112982260	112990716	-	mRNA23591	1	0.680982
scaffold_4	126423554	126517038	Hic_chr_6	108993047	109054458	-	mRNA23678	1	0.743
scaffold_4	126535161	126552874	Hic_chr_6	108981553	108990760	-	mRNA23682	1	0.937759
scaffold_4	130674322	130681038	Hic_chr_6	91906056	91911275	-	mRNA23778	1	0.701646
scaffold_4	130996965	131018723	Hic_chr_6	91635691	91651279	-	mRNA23789	1	0.997245
scaffold_4	131285902	131302757	Hic_chr_6	91156844	91161384	-	mRNA23796	1	0.749249
scaffold_4	131458944	131463443	Hic_chr_6	91018615	91018764	-	mRNA23802	1	0.561798
scaffold_4	131464207	131499850	Hic_chr_6	90979979	91015025	-	mRNA23803	1	0.679181
scaffold_4	132955355	133155600	Hic_chr_6	89556895	89757287	-	mRNA23834	1	0.988129
scaffold_4	133197903	133202757	Hic_chr_6	89514567	89518373	-	mRNA23835	1	0.332845
scaffold_4	133253866	133254366	Hic_chr_6	89484935	89485435	-	mRNA23837	1	0.998004
scaffold_4	133338915	133373540	Hic_chr_6	89429318	89462973	-	mRNA23839	1	0.813748
scaffold_4	133968334	133999404	Hic_chr_6	89172787	89188472	-	mRNA23852	1	0.455426
scaffold_4	134020411	134110181	Hic_chr_6	89073953	89146773	-	mRNA23854	1	0.858845
#block end
#block begin
scaffold_4	66193244	66205968	Hic_chr_6	56738793	56744360	+	mRNA22340	2	0.412959
scaffold_4	66571381	66642228	Hic_chr_6	56913779	56965238	+	mRNA22343	2	0.665429
scaffold_4	67166722	67195778	Hic_chr_6	57157657	57180006	+	mRNA22355	2	0.823529
scaffold_4	67204218	67204515	Hic_chr_6	57208059	57212692	+	mRNA22356	2	0.613445
scaffold_4	67656313	67745713	Hic_chr_6	57324426	57385288	+	mRNA22367	2	0.844597
scaffold_4	67758060	67782871	Hic_chr_6	57403544	57410166	+	mRNA22368	2	0.801307
scaffold_4	67796504	67802701	Hic_chr_6	57415617	57423118	+	mRNA22369	2	0.689266
scaffold_4	67806923	67817780	Hic_chr_6	57429658	57432355	+	mRNA22370	2	0.804094
scaffold_4	68288041	68340798	Hic_chr_6	57653671	57678437	+	mRNA22379	2	0.741824
scaffold_4	68399072	68550287	Hic_chr_6	57721567	57790371	+	mRNA22383	2	0.483941
#block end
#block begin
scaffold_4	110242662	110247409	Hic_chr_6	68888985	68894186	+	mRNA23294	3	0.910941
scaffold_4	110343636	110429687	Hic_chr_6	68967296	69020495	+	mRNA23295	3	0.873062
scaffold_4	110433781	110434287	Hic_chr_6	69024699	69025205	+	mRNA23296	3	0.754947
scaffold_4	110605388	110682164	Hic_chr_6	69115906	69196908	+	mRNA23301	3	0.558001
scaffold_4	110767566	110790375	Hic_chr_6	69269457	69282259	+	mRNA23304	3	0.629032
scaffold_4	110821311	110845400	Hic_chr_6	69359789	69371552	+	mRNA23305	3	0.725886
scaffold_4	111326681	111392794	Hic_chr_6	69698705	69752778	+	mRNA23319	3	0.763081
#block end
#block begin
scaffold_4	106093230	106120383	Hic_chr_6	64214275	64226079	+	mRNA23178	4	0.849441
scaffold_4	106212888	106213063	Hic_chr_6	64275534	64275708	+	mRNA23182	4	0.603509
scaffold_4	106314803	106315071	Hic_chr_6	64372516	64372845	+	mRNA23188	4	0.722222
scaffold_4	106436868	106437128	Hic_chr_6	64441788	64442079	+	mRNA23191	4	0.97318
scaffold_4	106475222	106560799	Hic_chr_6	64498176	64523534	+	mRNA23193	4	0.706129
scaffold_4	106575638	106600020	Hic_chr_6	64528813	64550966	+	mRNA23194	4	0.918186
#block end
#block begin
scaffold_4	96258823	96279139	Hic_chr_6	42199686	42215778	-	mRNA22969	5	0.783562
scaffold_4	96306222	96338196	Hic_chr_6	42174928	42194633	-	mRNA22970	5	0.810278
scaffold_4	96347886	96441419	Hic_chr_6	42094869	42168484	-	mRNA22971	5	0.949386
scaffold_4	96474469	96495198	Hic_chr_6	42046516	42064917	-	mRNA22974	5	0.762208
scaffold_4	96672131	96694344	Hic_chr_6	41946119	41977554	-	mRNA22979	5	0.414634
scaffold_4	96702619	96725261	Hic_chr_6	41918682	41945713	-	mRNA22980	5	0.319259
scaffold_4	96836953	96840519	Hic_chr_6	41831214	41834702	-	mRNA22982	5	0.573913
#block end
#block begin
scaffold_4	69788968	69820160	Hic_chr_6	54813435	54818967	-	mRNA22417	6	0.25126
scaffold_4	70728595	70890836	Hic_chr_6	53767117	53874744	-	mRNA22425	6	0.892885
scaffold_4	73967249	73987165	Hic_chr_6	51050649	51062381	-	mRNA22491	6	0.427461
scaffold_4	74209569	74247101	Hic_chr_6	50946349	50970160	-	mRNA22495	6	0.931926
scaffold_4	74372925	74392882	Hic_chr_6	50892769	50901812	-	mRNA22498	6	0.92827
scaffold_4	74710705	74779718	Hic_chr_6	50493729	50571566	-	mRNA22506	6	0.59526
#block end
#block begin
scaffold_4	58857465	58888424	Hic_chr_6	72962730	72977140	+	mRNA22158	7	0.452566
scaffold_4	60289275	60326815	Hic_chr_6	73962535	73986025	+	mRNA22193	7	0.843237
scaffold_4	60403187	60485854	Hic_chr_6	74023719	74073403	+	mRNA22197	7	0.441387
scaffold_4	64376631	64551513	Hic_chr_6	88314490	88448760	+	mRNA22297	7	0.765677
scaffold_4	64560271	64575285	Hic_chr_6	88457651	88459049	+	mRNA22302	7	0.673258
scaffold_4	64584235	64619741	Hic_chr_6	88482001	88498955	+	mRNA22303	7	0.966152
#block end
#block begin
scaffold_4	43734552	43829236	Hic_chr_6	36545205	36604927	+	mRNA21812	8	0.932068
scaffold_4	45805137	45805337	Hic_chr_6	37911943	37912143	+	mRNA21854	8	0.305936
scaffold_4	46296018	46343689	Hic_chr_6	38184364	38215458	+	mRNA21866	8	0.278729
scaffold_4	46516130	46633107	Hic_chr_6	38299836	38392449	+	mRNA21870	8	0.328692
scaffold_4	47224107	47229324	Hic_chr_6	38698236	38703555	+	mRNA21883	8	0.980392
#block end
#block begin
scaffold_4	77832534	77893189	Hic_chr_6	71885452	71956787	-	mRNA22594	9	0.863014
scaffold_4	78069744	78080353	Hic_chr_6	71714914	71719556	-	mRNA22599	9	0.463376
scaffold_4	78555474	78584144	Hic_chr_6	71379736	71390956	-	mRNA22604	9	0.392157
scaffold_4	78620958	78707068	Hic_chr_6	71244435	71358417	-	mRNA22607	9	0.964474
#block end
#block begin
scaffold_4	68877441	68910086	Hic_chr_6	49335053	49356854	+	mRNA22391	10	0.272938
scaffold_4	69061083	69063958	Hic_chr_6	49367509	49368565	+	mRNA22395	10	0.296014
scaffold_4	69076298	69115306	Hic_chr_6	49371015	49388294	+	mRNA22397	10	0.957027
scaffold_4	69633841	69635577	Hic_chr_6	49647204	49648949	+	mRNA22413	10	0.9375
#block end
#block begin
scaffold_4	99918202	99987242	Hic_chr_6	56509116	56570902	+	mRNA23053	11	0.785861
scaffold_4	99996528	100023267	Hic_chr_6	56583781	56594581	+	mRNA23055	11	0.724054
scaffold_4	100031590	100049075	Hic_chr_6	56598532	56628841	+	mRNA23056	11	0.861738
#block end
#block begin
scaffold_4	98227173	98234841	Hic_chr_6	46175471	46181313	-	mRNA23009	12	0.777143
scaffold_4	98368200	98480659	Hic_chr_6	45982304	46069153	-	mRNA23014	12	0.975238
scaffold_4	98942326	98944182	Hic_chr_6	45667139	45676449	-	mRNA23027	12	0.365639
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_7.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_7.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_7.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_8.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_8.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_8.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_4	113062004	113086300	Hic_chr_8	3133660	3164252	+	mRNA23363	1	0.63583
scaffold_4	113452353	113480546	Hic_chr_8	3361415	3392946	+	mRNA23374	1	0.815745
scaffold_4	118258158	118264582	Hic_chr_8	38273077	38275575	+	mRNA23458	1	0.962306
scaffold_4	136861417	136899744	Hic_chr_8	45294080	45304330	+	mRNA23916	1	0.736842
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_9.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_9.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_9.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_10.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_10.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_10.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_11.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_11.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_11.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_4	11385501	11389058	Hic_chr_11	5169814	5171978	+	mRNA21119	1	0.885785
scaffold_4	13725072	13770149	Hic_chr_11	8666729	8697006	+	mRNA21181	1	0.9582
scaffold_4	101932075	102007938	Hic_chr_11	13249933	13279285	+	mRNA23096	1	0.586447
scaffold_4	102186097	102261297	Hic_chr_11	13397054	13481812	+	mRNA23100	1	0.990099
scaffold_4	102453623	102453993	Hic_chr_11	13623401	13623771	+	mRNA23104	1	0.852874
scaffold_4	102667826	102758517	Hic_chr_11	13937737	13983239	+	mRNA23109	1	0.450533
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_12.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_12.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_12.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_4	163361649	163396742	Hic_chr_12	11006311	11056065	+	mRNA24488	1	0.357209
scaffold_4	163487107	163525805	Hic_chr_12	11336506	11372214	+	mRNA24493	1	0.763807
scaffold_4	165883197	165884915	Hic_chr_12	16037341	16039008	+	mRNA24543	1	0.941954
scaffold_4	171174476	171183323	Hic_chr_12	18883206	18896595	+	mRNA24705	1	0.429204
scaffold_4	171457880	171482786	Hic_chr_12	19063412	19076089	+	mRNA24711	1	0.395582
scaffold_4	171952772	171971588	Hic_chr_12	22879582	22895202	+	mRNA24726	1	0.694504
scaffold_4	171988108	172025025	Hic_chr_12	22902860	22924303	+	mRNA24727	1	0.707106
scaffold_4	173842035	173878919	Hic_chr_12	24765435	24781125	+	mRNA24752	1	0.539216
scaffold_4	174204452	174224807	Hic_chr_12	24801237	24840479	+	mRNA24756	1	0.230081
scaffold_4	174941428	174963339	Hic_chr_12	25355337	25379380	+	mRNA24760	1	0.795322
scaffold_4	174988823	175018154	Hic_chr_12	25385445	25399824	+	mRNA24761	1	0.639155
scaffold_4	177550554	177552205	Hic_chr_12	46088101	46092548	+	mRNA24819	1	0.355649
scaffold_4	177630025	177631133	Hic_chr_12	46138343	46139445	+	mRNA24820	1	0.928839
scaffold_4	178556284	178597415	Hic_chr_12	46604655	46618110	+	mRNA24834	1	0.826996
scaffold_4	185238761	185279300	Hic_chr_12	52470429	52503249	+	mRNA24897	1	0.764171
scaffold_4	185296620	185297368	Hic_chr_12	55969436	55970184	+	mRNA24898	1	0.788671
scaffold_4	186648800	186648916	Hic_chr_12	57323669	57323786	+	mRNA24939	1	0.483333
scaffold_4	186669368	186669777	Hic_chr_12	57344317	57344726	+	mRNA24940	1	0.962441
#block end
#block begin
scaffold_4	24073426	24111138	Hic_chr_12	63532639	63564972	+	mRNA21447	2	0.998117
scaffold_4	24238896	24247455	Hic_chr_12	63600071	63607235	+	mRNA21452	2	0.460548
scaffold_4	24283574	24299476	Hic_chr_12	63640774	63649504	+	mRNA21453	2	0.422106
scaffold_4	24319782	24381629	Hic_chr_12	63670445	63705291	+	mRNA21455	2	0.690862
scaffold_4	24609057	24644551	Hic_chr_12	63868090	63945268	+	mRNA21458	2	0.541226
scaffold_4	24678170	24687618	Hic_chr_12	63972378	63980275	+	mRNA21459	2	0.843137
scaffold_4	24704433	24713491	Hic_chr_12	63983908	63985912	+	mRNA21462	2	1
scaffold_4	24884064	24911219	Hic_chr_12	64116095	64140341	+	mRNA21469	2	0.23318
#block end
#block begin
scaffold_4	116584224	116637178	Hic_chr_12	69134560	69167227	+	mRNA23413	3	0.728772
scaffold_4	141533134	141539035	Hic_chr_12	73078219	73081330	+	mRNA24044	3	0.902555
scaffold_4	156089681	156126190	Hic_chr_12	88801391	88831274	+	mRNA24290	3	0.931417
scaffold_4	156138847	156169305	Hic_chr_12	88848922	88862089	+	mRNA24292	3	0.226616
scaffold_4	156177096	156302456	Hic_chr_12	88866969	88942693	+	mRNA24293	3	0.992165
scaffold_4	156387481	156411303	Hic_chr_12	88991567	89006068	+	mRNA24298	3	0.99591
scaffold_4	156451095	156479038	Hic_chr_12	89038787	89058156	+	mRNA24299	3	0.214218
#block end
#block begin
scaffold_4	160029642	160096963	Hic_chr_12	93391362	93397241	-	mRNA24387	4	0.869073
scaffold_4	160098404	160121960	Hic_chr_12	93321848	93350051	-	mRNA24388	4	0.884899
scaffold_4	160836996	160860029	Hic_chr_12	92709887	92719061	-	mRNA24414	4	0.954082
scaffold_4	160911319	160930955	Hic_chr_12	92626740	92627991	-	mRNA24417	4	0.757848
scaffold_4	161138000	161142669	Hic_chr_12	92452658	92458206	-	mRNA24422	4	0.247089
scaffold_4	161145704	161154544	Hic_chr_12	92427083	92435941	-	mRNA24423	4	0.991329
#block end
#block begin
scaffold_4	7906650	7943606	Hic_chr_12	127235566	127263900	-	mRNA21029	5	0.836364
scaffold_4	18686943	18688241	Hic_chr_12	111105754	111107043	-	mRNA21323	5	0.986913
scaffold_4	18778664	18827055	Hic_chr_12	99767798	99804473	-	mRNA21327	5	0.979392
scaffold_4	18873686	18925962	Hic_chr_12	99701969	99719843	-	mRNA21332	5	0.656616
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_13.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_13.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_13.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_4	10234898	10293184	Hic_chr_13	30817561	30853889	+	mRNA21087	1	0.648732
scaffold_4	10369784	10395825	Hic_chr_13	30960185	30983923	+	mRNA21088	1	0.963309
scaffold_4	10651457	10711232	Hic_chr_13	31137165	31197609	+	mRNA21093	1	0.771728
scaffold_4	10970939	11010477	Hic_chr_13	31373416	31413600	+	mRNA21106	1	0.812943
scaffold_4	41442628	41443635	Hic_chr_13	32778302	32779156	+	mRNA21770	1	0.837278
scaffold_4	41750547	41777641	Hic_chr_13	32877228	32902355	+	mRNA21777	1	0.269389
scaffold_4	146620211	146620374	Hic_chr_13	57605459	57605622	+	mRNA24153	1	0.39372
scaffold_4	188281908	188371231	Hic_chr_13	71181424	71269994	+	mRNA24970	1	0.261341
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_4.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_4.fa -a ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_14.liftover.sam -as ./Udiv/Udiv.scaffold_4.cds.fa -ar ./Udiv/Udiv.scaffold_4.cds.ref.sam -s ./Lelegans/Lelegans_chrom_14.fa -n ./Udiv-Lelegans/Udiv.scaffold_4.cds.to.Lelegans.chrom_14.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_1.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_1.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_1.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_2.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_2.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_2.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_5	32344833	32349736	Hic_chr_2	121187587	121189561	-	mRNA26069	1	0.980287
scaffold_5	32349789	32354245	Hic_chr_2	121186057	121187534	-	mRNA26070	1	0.936012
scaffold_5	61772963	61804799	Hic_chr_2	70579415	70603216	-	mRNA26548	1	0.706837
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_3.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_3.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_3.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_4.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_4.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_4.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_5	32349789	32354269	Hic_chr_4	12736263	12740658	+	mRNA26070	1	0.982143
scaffold_5	48357011	48377480	Hic_chr_4	14616034	14628026	+	mRNA26339	1	0.72093
scaffold_5	147032817	147039176	Hic_chr_4	46803176	46810044	+	mRNA28490	1	0.405729
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_5.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_5.fa -a ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_5.liftover.sam -as ./Udiv/Udiv.scaffold_5.cds.fa -ar ./Udiv/Udiv.scaffold_5.cds.ref.sam -s ./Lelegans/Lelegans_chrom_5.fa -n ./Udiv-Lelegans/Udiv.scaffold_5.cds.to.Lelegans.chrom_5.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_5	54532451	54533107	Hic_chr_5	125891557	125892214	-	mRNA26422	1	0.818868
scaffold_5	54533849	54659261	Hic_chr_5	125798443	125890998	-	mRNA26423	1	0.220242
scaffold_5	55099572	55121576	Hic_chr_5	124910925	124918346	-	mRNA26436	1	0.458739
scaffold_5	67395094	67400748	Hic_chr_5	118566502	118567714	-	mRNA26674	1	0.676075
scaffold_5	67405694	67423267	Hic_chr_5	118548841	118557506	-	mRNA26676	1	0.665428
scaffold_5	67431950	67463178	Hic_chr_5	118502177	118541577	-	mRNA26677	1	0.985009
scaffold_5	67643225	67669203	Hic_chr_5	118469090	118490868	-	mRNA26694	1	0.741007
scaffold_5	67721674	67721850	Hic_chr_5	118425530	118425707	-	mRNA26698	1	0.54717
scaffold_5	67985986	67987853	Hic_chr_5	118232102	118234002	-	mRNA26703	1	0.558745
scaffold_5	68113558	68113833	Hic_chr_5	118160313	118160633	-	mRNA26709	1	0.89
scaffold_5	68905304	68997737	Hic_chr_5	117380927	117435713	-	mRNA26732	1	0.952688
scaffold_5	69116684	69116850	Hic_chr_5	117285303	117285476	-	mRNA26737	1	0.245228
scaffold_5	69122915	69127486	Hic_chr_5	117275322	117282695	-	mRNA26738	1	0.697297
scaffold_5	69602170	69675187	Hic_chr_5	116874104	116931380	-	mRNA26751	1	0.990566
scaffold_5	70267796	70268003	Hic_chr_5	116501101	116501312	-	mRNA26766	1	0.577778
scaffold_5	70496329	70563904	Hic_chr_5	116318647	116357141	-	mRNA26773	1	0.768939
scaffold_5	71064669	71065287	Hic_chr_5	115998384	115999034	-	mRNA26782	1	0.633653
scaffold_5	71065774	71066109	Hic_chr_5	115997820	115998134	-	mRNA26783	1	0.63354
#block end
#block begin
scaffold_5	127189169	127205165	Hic_chr_5	86741811	86753605	+	mRNA28109	2	0.806061
scaffold_5	127258923	127294707	Hic_chr_5	86791865	86809147	+	mRNA28112	2	0.499077
scaffold_5	127841309	127865250	Hic_chr_5	87118706	87120129	+	mRNA28128	2	0.960334
scaffold_5	127876903	127877101	Hic_chr_5	87134289	87134510	+	mRNA28129	2	0.741176
scaffold_5	128007671	128007849	Hic_chr_5	87285286	87285468	+	mRNA28135	2	0.755274
scaffold_5	128612318	128612701	Hic_chr_5	87693825	87694172	+	mRNA28152	2	0.771812
